title_processed,abstract_processed,group
stenosis [MeSH:C1261287] lung cancer [MeSH:C0242379] vascular [MeSH:C0221214] insight,hypothesis statin improve hypertension [MeSH:C0020538] outcome hypertensive pathway method observational trial [MeSH:C0302523] elderly patient measuring pad chemotherapy [MeSH:C0013216] result positive response need investigation [MeSH:C0035173],cardiovascular|oncological
stroke [MeSH:C0038454] radiotherapy exploring neural pathway [MeSH:C0027792],hypothesis [MeSH:C3179072] metformin [MeSH:C0025598] improve heart disease [MeSH:C0018799] outcome [MeSH:C0206277] bladder cancer [MeSH:C0005684] pathway method prospective trial diabetic [MeSH:C1263960] patient [MeSH:C0030705] measuring cancer target therapy result improve outcome [MeSH:C0206277] need investigation [MeSH:C0035173],neurological|oncological
dsmm xi dose definition intravenous cyclophosphamide [MeSH:C0010583] combination [MeSH:C0034865] bortezomib [MeSH:C1176309] dexamethasone remission [MeSH:C0035052] induction [MeSH:C0042767] patient [MeSH:C0030705] newly diagnose myeloma [MeSH:C0011900],trial initiate evaluate [MeSH:C0013175] recommend dose cyclophosphamide [MeSH:C0010583] combination [MeSH:C0034865] bortezomib [MeSH:C1176309] [MeSH:C1176309] dexamethasone [MeSH:C0011777] [MeSH:C0011777] induction [MeSH:C0042767] stem cell transplantation [MeSH:C1504389] young [MeSH:C0340037] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] newly diagnose [MeSH:C0011900] [MeSH:C0011900] multiple myeloma [MeSH:C0026764] mm thirty patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] treat -day cycle bortezomib [MeSH:C1176309] [MeSH:C1176309] mg day plus dexamethasone [MeSH:C0011777] [MeSH:C0011777] mg bortezomib [MeSH:C1176309] [MeSH:C1176309] injection plus cyclophosphamide [MeSH:C0010583] mg maximum tolerate dose cyclophosphamide [MeSH:C0010583] define mg dose patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] achieve partial response overall response rate complete response cr plus partial response pr dose level [MeSH:C0018759] cr rate experience progressive [MeSH:C1449744] disease [MeSH:C0012634] frequent adverse event [MeSH:C0041755] hematological [MeSH:C0018941] gastrointestinal toxicity neuropathy result suggest bortezomib [MeSH:C1176309] [MeSH:C1176309] combination [MeSH:C0034865] cyclophosphamide [MeSH:C0010583] mg dexamethasone [MeSH:C0011777] [MeSH:C0011777] effective induction [MeSH:C0042767] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] newly diagnose [MeSH:C0011900] [MeSH:C0011900] mm warrant investigation [MeSH:C0035173],neurological
safety [MeSH:C0036043] lidocaine [MeSH:C0023660] patient [MeSH:C0030705] cocaine-associated myocardial infarction [MeSH:C0027051],evaluate safety [MeSH:C0036043] lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] setting [MeSH:C0023660] [MeSH:C0023660] cocaine [MeSH:C0009170]-induced myocardial infarction [MeSH:C0027051] mi design retrospective [MeSH:C0035363] multicenter set twenty-nine university university-affiliated community hospital [MeSH:C0041740] -year period [MeSH:C0080129] total cumulative hospital-year participant patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] cocaine [MeSH:C0009170]-associated mi receive lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] emergency [MeSH:C2745965] department result patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] receive lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] setting [MeSH:C0023660] [MeSH:C0023660] cocaine [MeSH:C0009170]-associated mi die exhibit bradydysrhythmia ventricular tachycardia [MeSH:C0042514] ventricular fibrillation [MeSH:C0042510] experienced seizure [MeSH:C0036572] administration [MeSH:C0001554] lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] confidence interval [MeSH:C0009667] despite theoretical concern lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] enhance cocaine [MeSH:C0009170] toxicity [MeSH:C0040539] [MeSH:C0040539] use lidocaine [MeSH:C0023660] [MeSH:C0023660] [MeSH:C0023660] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] cocaine [MeSH:C0009170]-associated mi associate cardiovascular [MeSH:C0007220] central nervous system toxicity [MeSH:C0040539] [MeSH:C0040539],neurological|cardiovascular
mind matter atrial fibrillation [MeSH:C0004238] hippocampal,question statin affect dementia [MeSH:C0497327] synapse [MeSH:C0039062] mechanism method cross-sectional cancer [MeSH:C0010362] patient [MeSH:C0030705] assess glutamate autonomic neuropathy [MeSH:C0271686] result decrease mortality rate [MeSH:C0205848] implication potential therapeutic [MeSH:C0087111] benefit [MeSH:C0021674],neurological
source pain [MeSH:C0011001] primitive dysfunction migraine [MeSH:C0031847] identical site,common migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] receive side frontotemporal application nitroglycerin [MeSH:C0017887] [MeSH:C0017887] [MeSH:C0017887] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] placebo [MeSH:C0032041] [MeSH:C0032041] ointment [MeSH:C0028912] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] double blind early onset [MeSH:C0031106] migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] attack [MeSH:C0086769] [MeSH:C0086769] induce nitroglycerin [MeSH:C0017887] [MeSH:C0017887] [MeSH:C0017887] seven patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] versus placebo [MeSH:C0032041] [MeSH:C0032041] subsequently migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] develop early onset [MeSH:C0031106] attack [MeSH:C0086769] [MeSH:C0086769] frontotemporal nitroglycerin [MeSH:C0017887] [MeSH:C0017887] [MeSH:C0017887] receive drug second induction test body area [MeSH:C0005902] early onset [MeSH:C0031106] migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] observe migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931]-inducing effect nitroglycerin [MeSH:C0017887] [MeSH:C0017887] [MeSH:C0017887] depend direct stimulation [MeSH:C0031734] habitual site pain [MeSH:C0030193] suggest frontotemporal region [MeSH:C0039485] crucial importance development [MeSH:C0243107] migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] crisis consistent cns origin migraine [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] [MeSH:C0149931] attack [MeSH:C0086769] [MeSH:C0086769],neurological
stroke [MeSH:C0038454] primary sclerosing cholangitis [MeSH:C0566602] organ [MeSH:C0029250] interplay,question [MeSH:C0600648] aspirin [MeSH:C0004057] affect hypertension [MeSH:C0020538] gfr mechanism method retrospective diabetic patient [MeSH:C0030705] assess esrd hemodialysis [MeSH:C0019004] result decrease mortality rate [MeSH:C0205848] implication practice guideline,hepatorenal
diastolic marker coronary artery disease [MeSH:C1956346],hypothesis [MeSH:C3179072] calcium channel blocker [MeSH:C0006684] improve dementia [MeSH:C0497327] outcome [MeSH:C0206277] endothelium pathway method randomized control trial [MeSH:C1096777] elderly patient measure restrictive cardiomyopathy [MeSH:C0007196] ventricular fibrillation [MeSH:C0042510] result positive response care improvement [MeSH:C2936612],cardiovascular
phase [MeSH:C0080129] --tetrahydropyranyladriamycin pharmacology [MeSH:C0031330] pharmacokinetic [MeSH:C0031327],phase intravenous [MeSH:C0085297] iv bolus --tetrahydropyranyladriamycin pirarubicin [MeSH:C0071126] [MeSH:C0071126] [MeSH:C0071126] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] good performance status refractory tumor [MeSH:C0030200] twenty-six minimal prior therapy [MeSH:C0039798] [MeSH:C0039798] good risk extensive prior therapy [MeSH:C0039798] [MeSH:C0039798] poor risk renal hepatic dysfunction [MeSH:C0031847] total course dose mg m2 evaluable maximum tolerate dose good-risk patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] mg m2 poor-risk patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] mg m2 dose-limiting toxic effect transient noncumulative granulocytopenia [MeSH:C0001824] granulocyte nadir range frequent toxic effect include thrombocytopenia [MeSH:C0040034] anemia [MeSH:C0002871] nausea [MeSH:C0027497] mild alopecia phlebitis [MeSH:C0031542] mucositis [MeSH:C0333355] myelosuppression [MeSH:C1956351] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] hepatic dysfunction [MeSH:C0031847] pharmacokinetic analysis [MeSH:C4084975] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] reveal pirarubicin [MeSH:C0071126] [MeSH:C0071126] [MeSH:C0071126] plasma [MeSH:C0032105] alpha [MeSH:C0032105] se minute beta minute gamma hour area curve [MeSH:C0376690] ng ml x hour volume [MeSH:C5690805] distribution [MeSH:C1704711] vd l m2 total clearance clt l hour m2 adriamycinol [MeSH:C0050885] doxorubicin [MeSH:C0013089] [MeSH:C0013089] adriamycinone [MeSH:C0101720] tetrahydropyranyladriamycinol [MeSH:C0050885] metabolite [MeSH:C0003376] detect plasma [MeSH:C0032105] doxorubicin [MeSH:C0013089] [MeSH:C0013089] equal total metabolite [MeSH:C0003376] urinary excretion [MeSH:C1859518] pirarubicin [MeSH:C0071126] [MeSH:C0071126] [MeSH:C0071126] hour equal activity [MeSH:C0020115] note mesothelioma [MeSH:C0025500] leiomyosarcoma [MeSH:C0023269] basal cell carcinoma [MeSH:C4721806] recommended start dose phase ii trial mg m2 iv bolus week,hepatorenal|oncological
cholinergic [MeSH:C0242893] toxicity [MeSH:C0040539] result ocular instillation echothiophate iodide [MeSH:C0013530] eye drop [MeSH:C0015399],develop severe cholinergic syndrome [MeSH:C0151500] use echothiophate iodide [MeSH:C0013530] ophthalmic [MeSH:C0014236] drop present profound muscle weakness [MeSH:C0151786] initially give diagnosis myasthenia gravis red blood cell [MeSH:C0014792] serum cholinesterase [MeSH:C0008429] level severely depressed symptom resolve spontaneously [MeSH:C0034705] follow discontinuation eye drop,neurological
cirrhosis [MeSH:C1623038] meet lung cancer [MeSH:C0242379] neurological perspective,design [MeSH:C0013171] longitudinal [MeSH:C0023981] investigation [MeSH:C0035173] beta-blocker [MeSH:C0001645] diabete participant [MeSH:C1708335] cardiac [MeSH:C0018810] patient [MeSH:C0030705] cognitive impairment [MeSH:C0338656] brain abscess [MeSH:C0006105] result improve outcome [MeSH:C0206277] gray matter [MeSH:C0018220] correlation [MeSH:C0010100] need investigation [MeSH:C0035173],neurological|hepatorenal
dementia [MeSH:C0497327] detox dynamic [MeSH:C0058836],hypothesis [MeSH:C3179072] beta-blocker [MeSH:C0001645] improve diabete outcome [MeSH:C0206277] hepatoma pathway method randomized control trial [MeSH:C1096777] elderly patient measuring end stage renal disease [MeSH:C0022661] renal result favorable safety [MeSH:C0036043] profile healthcare advancement,hepatorenal
predictor decrease renal function [MeSH:C0031843] patient [MeSH:C0030705] heart failure [MeSH:C0018801] angiotensin-converting enzyme inhibitor therapy [MeSH:C0003015] result study leave ventricular dysfunction [MeSH:C0242973] solvd,angiotensin-converting enzyme inhibitor therapy [MeSH:C0039798] [MeSH:C0003015] [MeSH:C0003015] reduce mortality rate [MeSH:C0205848] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] congestive heart failure [MeSH:C0018802] chf cause decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] little information [MeSH:C5544371] available predict patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] high risk [MeSH:C0035647] complication quantify specific predictor reduction renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] chf prescribe angiotensin-converting enzyme inhibitor therapy [MeSH:C0039798] [MeSH:C0003015] [MeSH:C0003015] analyze study [MeSH:C0085973] leave ventricular dysfunction [MeSH:C0242973] solvd randomized double-blind placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041]-controlled trial enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] chf [MeSH:C0014025] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] randomly assign enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] median follow-up [MeSH:C3899107] [MeSH:C3899107] day [MeSH:C0011017] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] randomly assign placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] mean follow-up [MeSH:C3899107] [MeSH:C3899107] day [MeSH:C0011017] decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] define rise serum creatinine [MeSH:C0010294] mg dl micromol l time-to-event identify potential [MeSH:C0001272] predictor decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] include age ejection fraction creatinine low systolic blood pressure [MeSH:C0005823] mm hg history hypertension diabete use antiplatelet diuretic beta-blocker therapy [MeSH:C0039798] result patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] randomly assign enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] great likelihood decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] control p multivariate [MeSH:C0026777] placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] group [MeSH:C0018257] old age diuretic therapy [MeSH:C0039798] diabete associate decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] beta-blocker therapy [MeSH:C0039798] high ejection fraction [MeSH:C0042508] [MeSH:C0042508] renoprotective old age associate great risk [MeSH:C0035647] [MeSH:C0035647] develop decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] group [MeSH:C0018257] significantly enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] risk [MeSH:C0035647] ratio rr year confidence interval [MeSH:C0009667] ci enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] rr ci diuretic therapy [MeSH:C0039798] likewise associate great risk [MeSH:C0035647] [MeSH:C0035647] decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] rr ci placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] rr ci conversely enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] relative renoprotective effect rr ci compare placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] rr ci patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] diabete low risk [MeSH:C0035647] renal impairment see group [MeSH:C0018257] beta-blocker therapy [MeSH:C0039798] rr ci high ejection fraction [MeSH:C0042508] [MeSH:C0042508] rr increment ci conclusion enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] use cause increase risk [MeSH:C0035647] decrease renal function [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] [MeSH:C0031843] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] chf diuretic use advanced age increase risk [MeSH:C0035647] diabete associate increase risk [MeSH:C0035647] renal impairment patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] chf risk [MeSH:C0035647] [MeSH:C0035647] reduce enalapril [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] [MeSH:C0014025] compare placebo [MeSH:C0032041] [MeSH:C0032041] [MeSH:C0032041] beta-blocker therapy [MeSH:C0039798] high ejection fraction [MeSH:C0042508] [MeSH:C0042508] renoprotective patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] regardless therapy [MeSH:C0039798],cardiovascular|hepatorenal
schwannoma pattern breast cancer patient [MeSH:C0030705],hypothesis statin improve diabete outcome chorea pathway method longitudinal trial [MeSH:C0023981] diabetic [MeSH:C1263960] patient measure convulsion astrocytoma result decrease mortality rate [MeSH:C0205848] therapeutic [MeSH:C0087111] innovation,neurological
effect [MeSH:C4277511] training [MeSH:C2673163] extent experimental [MeSH:C0016998] myocardial infarction [MeSH:C0027051] aging [MeSH:C0001811] rat [MeSH:C0034721],effect [MeSH:C4277511] exercise [MeSH:C0015259] severity isoproterenol-induced myocardial infarct [MeSH:C0021308]ion study [MeSH:C0085973] female [MeSH:C0086287] albino rat [MeSH:C0034721] [MeSH:C0034721] week age [MeSH:C0024842] rat [MeSH:C0034721] [MeSH:C0034721] train swim specific durat [MeSH:C0034721] [MeSH:C0034721]ion particular period [MeSH:C0080129] occurrence infarct [MeSH:C0021308] confirm histological method elevation serum [MeSH:C0229671] get gpt maximum sedentary-isoproterenol minimum exercise [MeSH:C0015259]-control change serum [MeSH:C0229671] transaminase associate corresponding depletion [MeSH:C3494379] cardiac [MeSH:C0018810] get gpt age [MeSH:C0024842] see interfere response [MeSH:C0034746] exhibit young old rat [MeSH:C0034721] [MeSH:C0034721] study [MeSH:C0085973] deal myocardial infarct [MeSH:C0021308]ion informative deal age [MeSH:C0024842],cardiovascular|hepatorenal
choreoathetoid movement [MeSH:C0026649] associate [MeSH:C0004083] rapid adjustment methadone [MeSH:C0025605],choreatiform hyperkinesia [MeSH:C3887506] know occasional movement [MeSH:C0026649] [MeSH:C0026649] abnormality [MeSH:C0037268] [MeSH:C0037268] intoxication cocaine opiate case report euphoria choreoathetoid movement [MeSH:C0026649] [MeSH:C0026649] transiently induce rapid adjustment selective mu-opioid receptor agonist [MeSH:C0162816] methadone inpatient [MeSH:C0021562] previously abuse heroine cocaine [MeSH:C0009170] addition minor eeg [MeSH:C0013819] abnormality [MeSH:C0037268] [MeSH:C0037268] occur possible underlying neurobiological phenomenon [MeSH:C0025950] discuss,neurological
determination [MeSH:C1148554] x-linked adrenoleukodystrophy mutation [MeSH:C0162309] include previously describe,x-linked adrenoleukodystrophy x-ald [MeSH:C0162309] frequent [MeSH:C0017270] peroxisomal disease [MeSH:C0282528] mainly involve nervous system white [MeSH:C0027763] matter adrenal cortex [MeSH:C0001613] testis [MeSH:C0039597] distinct phenotype [MeSH:C0031437] know principal biochemical [MeSH:C0017401] abnormality accumulation [MeSH:C0311432] saturated very-long-chain fatty acid vlcfas c2 mainly c2 impaired capacity [MeSH:C0042834] beta-oxidation peroxisome diagnosis [MeSH:C0011900] usually base vlcfa level [MeSH:C0018759] plasma culture [MeSH:C0010453] skin [MeSH:C1123023] fibroblast patient carrier affect male [MeSH:C0086582] plasma c2 borderline normal obligate female [MeSH:C0086582] carrier normal result effective mutation [MeSH:C0026882] [MeSH:C0026882] detection family fundamental unambiguously determine genetic status individual risk [MeSH:C0035647] particular concern female [MeSH:C0086582] member kindred segregate [MeSH:C0007616] x-ald mutation [MeSH:C0026882] [MeSH:C0026882] normal vlcfa level [MeSH:C0018759] guarantee lack carrier status [MeSH:C0560175] describe fast detection x-ald mutation [MeSH:C0026882] [MeSH:C0026882] base sscp nested pcr fragment follow sequence-determination reaction methodology find x-ald mutation [MeSH:C0026882] [MeSH:C0026882] kindred include previously report,neurological|hepatorenal
anti-epileptic drugs-induced de novo absence seizure [MeSH:C0036572],author present patient [MeSH:C0030705] [MeSH:C0030705] de novo absence [MeSH:C0270823] epilepsy [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] administration carbamazepine [MeSH:C0006949] vigabatrin [MeSH:C0048044] despite underlie disease prognosis [MeSH:C0033325] drug [MeSH:C0013227] [MeSH:C0013227]-induced de novo absence [MeSH:C0270823] seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] good subside rapidly discontinue use offend drug [MeSH:C0013227] [MeSH:C0013227] gamma-aminobutyric acid-transmitted thalamocortical circuitry account major underlie neurophysiology [MeSH:C0027901] absence [MeSH:C0270823] epilepsy [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] drug [MeSH:C0013227] [MeSH:C0013227]-induced de novo absence [MeSH:C0270823] seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] rare pro-absence [MeSH:C0270823] drug [MeSH:C0013227] [MeSH:C0013227] consider promote factor [MeSH:C0033453] underlie epileptogenecity patient [MeSH:C0030705] [MeSH:C0030705] synergistic effect accompany drug [MeSH:C0013227] [MeSH:C0013227] require trigger de novo absence [MeSH:C0270823] seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] possibility drug [MeSH:C0013227] [MeSH:C0013227]-induced aggravation consider unexpected increase seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] frequency [MeSH:C0376249] new seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] type appear follow drug [MeSH:C0013227] [MeSH:C0013227] understand underlie mechanism [MeSH:C1524059] absence [MeSH:C0270823] epilepsy [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] avoid inappropriate use anticonvulsant [MeSH:C0003286] child epilepsy [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] [MeSH:C0014544] prevent [MeSH:C0000918] drug [MeSH:C0013227] [MeSH:C0013227]-induced absence [MeSH:C0270823] seizure [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572] [MeSH:C0036572],neurological
nitrate [MeSH:C0028125] stroke [MeSH:C0038454] brain [MeSH:C0006104] insight,investigate [MeSH:C0035173] ace inhibitor [MeSH:C0003015] effect cancer brain abscess method [MeSH:C0006105] diabetic [MeSH:C1263960] patient [MeSH:C0030705] undergo cross-sectional brain [MeSH:C0010362] cortical assessment result positive response therapeutic innovation [MeSH:C0087111],neurological
peripheral neuropathy [MeSH:C4721453] meet stroke [MeSH:C0038454] neurological perspective,cancer [MeSH:C0006826] affect cancer [MeSH:C0006826] patient [MeSH:C0030705] [MeSH:C0030705] worldwide particularly involve brain abscess [MeSH:C0006105] deep vein thrombosis [MeSH:C0149871] method conduct retrospective [MeSH:C0035363] evaluate metformin [MeSH:C0025598] patient [MeSH:C0030705] [MeSH:C0030705] examine endocardium [MeSH:C0014124] parameter result decrease mortality rate [MeSH:C0205848] relevance [MeSH:C2826293],neurological|cardiovascular
prostate cancer [MeSH:C0376358] cardiovascular lens [MeSH:C0007220],prospective examine statin heart disease [MeSH:C0018799] cardiac [MeSH:C0018810] patient [MeSH:C0030705] investigation [MeSH:C0035173] include dilate cardiomyopathy [MeSH:C0007193] venous systolic method participant [MeSH:C1708335] include result improvement [MeSH:C2936612] primary endpoint implication safety [MeSH:C0036043] consideration,cardiovascular
neuron [MeSH:C0027882] pattern [MeSH:C3849996] angina pectoris [MeSH:C0002962] patient [MeSH:C0030705],investigate [MeSH:C0035173] aspirin [MeSH:C0004057] effect cancer guillain-barre syndrome method [MeSH:C0018378] diabetic [MeSH:C1263960] patient [MeSH:C0030705] undergo observational [MeSH:C0302523] cerebral cortex [MeSH:C0007776] parkinson disease [MeSH:C0030567] assessment [MeSH:C0030198] result improve disease management [MeSH:C0039798] safety consideration,neurological
cognitive impairment [MeSH:C0338656] connection hypertension [MeSH:C0020538],question [MeSH:C0600648] ace inhibitor affect cancer brain abscess [MeSH:C0006105] mechanism method randomized control cancer [MeSH:C1096777] patient [MeSH:C0030705] assess memory loss encephalopathy [MeSH:C0085584] result improve outcome [MeSH:C0206277] implication optimization [MeSH:C0376695],neurological
